web-scraper-order,web-scraper-start-url,fact_checked organization,date,title,link,link-href,external link,external link-href
"1625072781-1268","https://www.poynter.org/ifcn-covid-19-misinformation/page/45/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/04/28 | United States","FALSE: Says Dr. Anthony Fauci’s name appears on “4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”","FALSE: Says Dr. Anthony Fauci’s name appears on “4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”","https://www.poynter.org/?ifcn_misinformation=says-dr-anthony-faucis-name-appears-on-4-u-s-patents-for-a-key-glycoprotein-used-to-create-the-current-covid-19-epidemic","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/may/12/jerome-corsi/conspiracy-theorist-spreads-false-claim-about-fauc/"
"1625072670-1235","https://www.poynter.org/ifcn-covid-19-misinformation/page/47/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PesaCheck","2020/04/23 | Tanzania, United States, Kenya","FALSE: A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19","FALSE: A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19","https://www.poynter.org/?ifcn_misinformation=a-video-posted-on-facebook-claiming-that-chloroquine-and-azithromycin-are-proven-cures-of-covid-19","Read the Full Article (PesaCheck)","https://pesacheck.org/fact-check-are-hydroxychloroquine-and-azithromycin-effective-against-covid-19-e80d7142c61f"
"1625071847-989","https://www.poynter.org/ifcn-covid-19-misinformation/page/63/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/27 | United States","False: Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.","False: Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.","https://www.poynter.org/?ifcn_misinformation=whether-countries-with-high-rates-of-childhood-vaccines-were-hit-hardest-by-coronavirus","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/03/fact-check-countries-with-high-rates-of-childhood-vaccinations-are-not-hardest-hit-with-coronavirus.html"
"1625073297-1421","https://www.poynter.org/ifcn-covid-19-misinformation/page/34/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/05/25 | United States","FALSE: Autopsies performed in Italy showed that COVID-19 is not pneumonia, but a blood clotting disorder (disseminated intravascular coagulation). Doctors have been treating COVID-19 wrongly, because ventilators and intensive care units were never needed; COVID-19 should instead be treated with antibiotics, anti-inflammatories and anticoagulants.","FALSE: Autopsies performed in Italy showed that COVID-19 is not pneumonia, but a blood clotting disorder (disseminated intravascular coagulation). Doctors have been treating COVID-19 wrongly, because ventilators and intensive care units were never needed; COVID-19 should instead be treated with antibiotics, anti-inflammatories and anticoagulants.","https://www.poynter.org/?ifcn_misinformation=autopsies-performed-in-italy-showed-that-covid-19-is-not-pneumonia-but-a-blood-clotting-disorder-disseminated-intravascular-coagulation-doctors-have-been-treating-covid-19-wrongly-because-ventila","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/the-main-cause-of-death-in-covid-19-patients-is-respiratory-insufficiency-arising-from-viral-pneumonia-not-clotting-disorder-as-claimed-in-viral-social-media-posts/"
"1625074385-1801","https://www.poynter.org/ifcn-covid-19-misinformation/page/9/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/04/12 | United States","FALSE: “DMX received COVID vaccine days before heart attack.”","FALSE: “DMX received COVID vaccine days before heart attack.”","https://www.poynter.org/?ifcn_misinformation=dmx-received-covid-vaccine-days-before-heart-attack","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/apr/12/instagram-posts/fact-checking-unproven-claims-rapper-dmx-died-afte/"
"1625072629-1223","https://www.poynter.org/ifcn-covid-19-misinformation/page/48/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: franceinfo","2020/04/22 | France, United States, Africa","FALSE: Bill Gates is creating a vaccine against the COVID-19 which would geolocate the population.","FALSE: Bill Gates is creating a vaccine against the COVID-19 which would geolocate the population.","https://www.poynter.org/?ifcn_misinformation=bill-gates-is-creating-a-vaccine-against-the-covid-19-which-would-geolocate-the-population","Read the Full Article (franceinfo)","https://www.francetvinfo.fr/monde/usa/vrai-ou-fake-bill-gates-developpe-t-il-reellement-un-vaccin-contre-le-covid-19-qui-geolocaliserait-la-population_3927797.html"
"1625073921-1611","https://www.poynter.org/ifcn-covid-19-misinformation/page/22/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/12/08 | United States","FALSE: Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.","FALSE: Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.","https://www.poynter.org/?ifcn_misinformation=images-that-show-a-90-year-old-uk-woman-receiving-the-pfizer-covid-19-vaccine-appeared-online-in-a-cnn-news-story-in-october","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/dec/09/facebook-posts/conspiracy-theory-targets-first-recipient-uk-covid/"
"1625074378-1798","https://www.poynter.org/ifcn-covid-19-misinformation/page/9/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: StopFake.org","2021/04/09 | Ukraine, United States","FALSE: Famous American Dr. Steve Hotze about “experimental gene therapy” against COVID-19","FALSE: Famous American Dr. Steve Hotze about “experimental gene therapy” against COVID-19","https://www.poynter.org/?ifcn_misinformation=famous-american-dr-steve-hotze-about-experimental-gene-therapy-against-covid-19","Read the Full Article (StopFake.org)","https://www.stopfake.org/ru/fejk-izvestnyj-amerikanskij-doktor-stiv-hotze-ob-eksperimentalnoj-gennoj-terapii-ot-covid-19/"
"1625074053-1666","https://www.poynter.org/ifcn-covid-19-misinformation/page/18/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2021/01/22 | United States","FALSE: The World Health Organization released guidance to laboratories to reduce the cycle count in PCR tests, as the current cycle counts are too high and result in false-positives.","FALSE: The World Health Organization released guidance to laboratories to reduce the cycle count in PCR tests, as the current cycle counts are too high and result in false-positives.","https://www.poynter.org/?ifcn_misinformation=the-world-health-organization-released-guidance-to-laboratories-to-reduce-the-cycle-count-in-pcr-tests-as-the-current-cycle-counts-are-too-high-and-result-in-false-positives","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/most-positive-pcr-test-results-are-true-positives-who-information-notice-didnt-change-threshold-or-criteria-for-a-positive-test/"
"1625072069-1054","https://www.poynter.org/ifcn-covid-19-misinformation/page/59/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/04/03 | United States","False: “Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”","False: “Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”","https://www.poynter.org/?ifcn_misinformation=joe-exotic-tests-positive-for-coronavirus-in-prison-its-been-confirmed","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/03/blog-posting/it-has-not-been-confirmed-joe-exotic-has-covid-19/"
"1625072113-1067","https://www.poynter.org/ifcn-covid-19-misinformation/page/58/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/04/05 | United States","False: Coronavirus is fake or a made-up ploy by 5G.","False: Coronavirus is fake or a made-up ploy by 5G.","https://www.poynter.org/?ifcn_misinformation=coronavirus-is-fake-or-a-made-up-ploy-by-5g","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-coronavirus-is-not-fake-is-not-a-coverup-to-allow-5g-deployment.html"
"1625074006-1646","https://www.poynter.org/ifcn-covid-19-misinformation/page/19/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Newtral.es","2020/12/31 | Spain, United States","FALSE: Tennessee registered rurse Khalilah Mitchell has Bell’s Palsy from COVID-19","FALSE: Tennessee registered rurse Khalilah Mitchell has Bell’s Palsy from COVID-19","https://www.poynter.org/?ifcn_misinformation=tennessee-registered-rurse-khalilah-mitchell-has-bells-palsy-from-covid-19","Read the Full Article (Newtral.es)","https://www.newtral.es/bulo-khalilah-mitchell-enfermera-paralisis-covid/20201231/"
"1625074221-1737","https://www.poynter.org/ifcn-covid-19-misinformation/page/13/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2021/03/11 | United States","FALSE: Claim about Covid-19 vaccine causing infertility","FALSE: Claim about Covid-19 vaccine causing infertility","https://www.poynter.org/?ifcn_misinformation=claim-about-covid-19-vaccine-causing-infertility","Read the Full Article (AFP)","https://factcheck.afp.com/false-claim-about-covid-19-vaccine-causing-infertility-circulates-online"
"1625074556-1868","https://www.poynter.org/ifcn-covid-19-misinformation/page/5/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2021/05/14 | United States","FALSE: In developing COVID-19 vaccines, animal tests were “stopped” because the “animals were dying” and “they didn’t do the human testing.”","FALSE: In developing COVID-19 vaccines, animal tests were “stopped” because the “animals were dying” and “they didn’t do the human testing.”","https://www.poynter.org/?ifcn_misinformation=in-developing-covid-19-vaccines-animal-tests-were-stopped-because-the-animals-were-dying-and-they-didnt-do-the-human-testing-2","Read the Full Article (FactCheck.org)","https://www.factcheck.org/es/2021/06/scicheck-mensajes-en-instagram-difunden-declaraciones-falsas-de-legislador-texano-sobre-pruebas-de-vacunas/"
"1625074546-1864","https://www.poynter.org/ifcn-covid-19-misinformation/page/5/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/05/12 | United States","FALSE: Magnet video proves COVID-19 vaccines contain microchips.","FALSE: Magnet video proves COVID-19 vaccines contain microchips.","https://www.poynter.org/?ifcn_misinformation=magnet-video-proves-covid-19-vaccines-contain-microchips","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/may/17/viral-image/no-these-videos-dont-prove-covid-19-vaccines-conta/"
"1625073014-1338","https://www.poynter.org/ifcn-covid-19-misinformation/page/40/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/05/08 | United States","FALSE: A card claiming to exempt the holder from wearing a face mask in public the real deal, sanctioned by the government.","FALSE: A card claiming to exempt the holder from wearing a face mask in public the real deal, sanctioned by the government.","https://www.poynter.org/?ifcn_misinformation=a-card-claiming-to-exempt-the-holder-from-wearing-a-face-mask-in-public-the-real-deal-sanctioned-by-the-government","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/05/fact-check-card-does-not-give-exemption-a-mask.html"
"1625073484-1474","https://www.poynter.org/ifcn-covid-19-misinformation/page/31/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/07/03 | United States","FALSE: Antibodies for the common cold produce a positive COVID-19 test. False-positive results from COVID-19 antibody testing are behind the COVID-19 cases reported in the U.S.","FALSE: Antibodies for the common cold produce a positive COVID-19 test. False-positive results from COVID-19 antibody testing are behind the COVID-19 cases reported in the U.S.","https://www.poynter.org/?ifcn_misinformation=antibodies-for-the-common-cold-produce-a-positive-covid-19-test-false-positive-results-from-covid-19-antibody-testing-are-behind-the-covid-19-cases-reported-in-the-u-s","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/covid-19-cases-in-the-u-s-are-mainly-detected-by-highly-specific-molecular-testing-not-antibody-testing/"
"1625074697-1926","https://www.poynter.org/ifcn-covid-19-misinformation/page/1/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Check Your Fact","2021/06/15 | United States","FALSE: Christian Eriksen, a Danish soccer player who collapsed during a match over the weekend, recently received a COVID-19 vaccine.","FALSE: Christian Eriksen, a Danish soccer player who collapsed during a match over the weekend, recently received a COVID-19 vaccine.","https://www.poynter.org/?ifcn_misinformation=christian-eriksen-a-danish-soccer-player-who-collapsed-during-a-match-over-the-weekend-recently-received-a-covid-19-vaccine","Read the Full Article (Check Your Fact)","https://checkyourfact.com/2021/06/15/fact-check-christian-eriksen-soccer-covid-vaccine/"
"1625074508-1849","https://www.poynter.org/ifcn-covid-19-misinformation/page/6/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2021/05/03 | United States","FALSE: If you die within 20 days of testing positive for [COVID-19] (no matter what other factors were involved) you’ll be counted as a COVID death. However, if you drop dead within 24 hours of taking the vaccine it has nothing to do with it.","FALSE: If you die within 20 days of testing positive for [COVID-19] (no matter what other factors were involved) you’ll be counted as a COVID death. However, if you drop dead within 24 hours of taking the vaccine it has nothing to do with it.","https://www.poynter.org/?ifcn_misinformation=if-you-die-within-20-days-of-testing-positive-for-covid-19-no-matter-what-other-factors-were-involved-youll-be-counted-as-a-covid-death-however-if-you-drop-dead-within-24-hours-of-takin","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/deaths-are-attributed-to-covid-19-according-to-clinical-symptoms-and-diagnostic-deaths-occurring-following-vaccination-are-systematically-reported-and-investigated/"
"1625072528-1193","https://www.poynter.org/ifcn-covid-19-misinformation/page/50/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/04/19 | United States","FALSE: “My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”","FALSE: “My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”","https://www.poynter.org/?ifcn_misinformation=my-wife-is-suffering-from-coronavirus-and-she-is-pregnant-the-doctor-said-she-wont-survive-it","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/21/viral-image/no-isnt-photo-pregnant-woman-covid-19/"
"1625071203-798","https://www.poynter.org/ifcn-covid-19-misinformation/page/76/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/10 | United States","False: 10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.","False: 10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.","https://www.poynter.org/?ifcn_misinformation=10000-deaths-in-virus-outbreak-in-michigan-washington-idaho-north-dakota-missouri-mississippi","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3471877-fact-check-not-10000-deaths-in-virus-outbreak-in-michigan-washington-idaho-north-dakota-mississippi.html"
"1625073375-1441","https://www.poynter.org/ifcn-covid-19-misinformation/page/33/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/06/11 | United States","FALSE: Claim that Sarah Huckabee Sanders tweeted, “It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?”","FALSE: Claim that Sarah Huckabee Sanders tweeted, “It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?”","https://www.poynter.org/?ifcn_misinformation=claim-that-sarah-huckabee-sanders-tweeted-its-odd-that-the-antifa-insurgency-happened-just-as-covid-19-loses-steam-its-odd-that-covid-19","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/jun/29/viral-image/sarah-huckabee-sanders-didnt-tweet-conspiracy-theo/"
"1625073183-1389","https://www.poynter.org/ifcn-covid-19-misinformation/page/37/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/05/18 | United States","FALSE: New evidence shows wearing a face mask can help coronavirus enter the brain and pose more health risk.","FALSE: New evidence shows wearing a face mask can help coronavirus enter the brain and pose more health risk.","https://www.poynter.org/?ifcn_misinformation=new-evidence-shows-wearing-a-face-mask-can-help-coronavirus-enter-the-brain-and-pose-more-health-risk","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/no-evidence-that-using-a-face-mask-helps-coronavirus-enter-the-brain-contrary-to-claim-by-russell-blaylock/"
"1625073005-1335","https://www.poynter.org/ifcn-covid-19-misinformation/page/40/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/05/08 | United States","FALSE: Ventura County public health director say that the California county will be forcibly moving people infected with COVID-19 out of their homes into quarantine.","FALSE: Ventura County public health director say that the California county will be forcibly moving people infected with COVID-19 out of their homes into quarantine.","https://www.poynter.org/?ifcn_misinformation=ventura-county-public-health-director-say-that-the-california-county-will-be-forcibly-moving-people-infected-with-covid-19-out-of-their-homes-into-quarantine","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/05/fact-check-ventura-county-will-not-forcibly-remove-people-infected-with-covid19-from-their-homes-into-quarantine.html"
"1625073803-1569","https://www.poynter.org/ifcn-covid-19-misinformation/page/25/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/10/12 | United States","FALSE: People who wear masks, are actually ‘collecting’ the virus in their masks.","FALSE: People who wear masks, are actually ‘collecting’ the virus in their masks.","https://www.poynter.org/?ifcn_misinformation=people-who-wear-masks-are-actually-collecting-the-virus-in-their-masks","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/masks-dont-collect-coronavirus/"
"1625073662-1526","https://www.poynter.org/ifcn-covid-19-misinformation/page/27/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/08/20 | United States","FALSE: Photos show Joe Biden and Kamala Harris just attended a rally without wearing face masks or socially distancing.","FALSE: Photos show Joe Biden and Kamala Harris just attended a rally without wearing face masks or socially distancing.","https://www.poynter.org/?ifcn_misinformation=photos-show-joe-biden-and-kamala-harris-just-attended-a-rally-without-wearing-face-masks-or-socially-distancing","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/08/posts-take-old-photos-of-biden-harris-out-of-context/"
"1625073422-1455","https://www.poynter.org/ifcn-covid-19-misinformation/page/32/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Correctiv","2020/06/19 | Germany, United States","FALSE: The CDC and other authorities in the US admitted to fake the Covid numbers","FALSE: The CDC and other authorities in the US admitted to fake the Covid numbers","https://www.poynter.org/?ifcn_misinformation=the-cdc-and-other-authorities-in-the-us-admitted-to-fake-the-covid-numbers","Read the Full Article (Correctiv)","https://correctiv.org/faktencheck/2020/08/17/covid-19-blog-verbreitet-falsche-behauptungen-ueber-infektionszahlen-todesfaelle-und-masken-in-den-usa"
"1625073067-1354","https://www.poynter.org/ifcn-covid-19-misinformation/page/39/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: FactCheck.org","2020/05/11 | United States","FALSE: The U.S. is the only country on earth that is protesting being locked down.","FALSE: The U.S. is the only country on earth that is protesting being locked down.","https://www.poynter.org/?ifcn_misinformation=the-u-s-is-the-only-country-on-earth-that-is-protesting-being-locked-down","Read the Full Article (FactCheck.org)","https://www.factcheck.org/2020/05/u-s-isnt-the-only-country-with-lockdown-protests/"
"1625073387-1445","https://www.poynter.org/ifcn-covid-19-misinformation/page/33/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/06/14 | United States","FALSE: Health authorities like the World Health Organization and the U.S. Centers for Disease Control and Prevention discourage people from wearing face masks","FALSE: Health authorities like the World Health Organization and the U.S. Centers for Disease Control and Prevention discourage people from wearing face masks","https://www.poynter.org/?ifcn_misinformation=health-authorities-like-the-world-health-organization-and-the-u-s-centers-for-disease-control-and-prevention-discourage-people-from-wearing-face-masks","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/health-authorities-encourage-the-general-public-to-wear-face-masks-to-reduce-covid-19-transmission/"
"1625074459-1829","https://www.poynter.org/ifcn-covid-19-misinformation/page/7/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2021/04/24 | United States","FALSE: An American physician and anti-vaccination advocate claims in a video viewed more than 169,000 times that widely used Covid-19 vaccines have not been properly tested and pose long-term health risks.","FALSE: An American physician and anti-vaccination advocate claims in a video viewed more than 169,000 times that widely used Covid-19 vaccines have not been properly tested and pose long-term health risks.","https://www.poynter.org/?ifcn_misinformation=an-american-physician-and-anti-vaccination-advocate-claims-in-a-video-viewed-more-than-169000-times-that-widely-used-covid-19-vaccines-have-not-been-properly-tested-and-pose-long-term-health-risks","Read the Full Article (AFP)","https://factcheck.afp.com/us-doctor-makes-false-claims-about-risk-covid-19-vaccination"
"1625072265-1112","https://www.poynter.org/ifcn-covid-19-misinformation/page/55/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/04/09 | United States","FALSE: Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection, as the drink contains quinine, whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment.","FALSE: Social media posts recommend tonic water and zinc as a cure for a novel coronavirus infection, as the drink contains quinine, whose synthetic relative hydroxychloroquine is on trial as a COVID-19 treatment.","https://www.poynter.org/?ifcn_misinformation=social-media-posts-recommend-tonic-water-and-zinc-as-a-cure-for-a-novel-coronavirus-infection-as-the-drink-contains-quinine-whose-synthetic-relative-hydroxychloroquine-is-on-trial-as-a-covid-19-trea","Read the Full Article (AFP)","https://factcheck.afp.com/false-zinc-and-tonic-covid-19-cure-floods-social-media"
"1625071750-960","https://www.poynter.org/ifcn-covid-19-misinformation/page/65/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/03/24 | United States, Mexico","FALSE: Coronaviruses already affecting animals are the same strain as the one causing COVID-19 in humans.","FALSE: Coronaviruses already affecting animals are the same strain as the one causing COVID-19 in humans.","https://www.poynter.org/?ifcn_misinformation=coronaviruses-already-affecting-animals-are-the-same-strain-as-the-one-causing-covid-19-in-humans","Read the Full Article (AFP)","https://factual.afp.com/los-coronavirus-que-ya-afectaban-los-animales-son-distintos-al-del-covid-19-en-humanos"
"1625074126-1697","https://www.poynter.org/ifcn-covid-19-misinformation/page/16/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2021/02/11 | United States","FALSE: US rapper Pitbull claims Covid-19 pandemic was planned","FALSE: US rapper Pitbull claims Covid-19 pandemic was planned","https://www.poynter.org/?ifcn_misinformation=us-rapper-pitbull-claims-covid-19-pandemic-was-planned","Read the Full Article (AFP)","https://factcheck.afp.com/us-rapper-pitbull-falsely-claims-covid-19-pandemic-was-planned"
"1625071816-980","https://www.poynter.org/ifcn-covid-19-misinformation/page/64/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/27 | United States","FALSE: A video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.","FALSE: A video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.","https://www.poynter.org/?ifcn_misinformation=a-video-of-body-bags-being-dumped-in-a-ditch-shows-the-situation-in-italy-due-to-the-coronavirus","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-video-doesnt-show-italys-covid-19-victims-body-/"
"1625073747-1553","https://www.poynter.org/ifcn-covid-19-misinformation/page/26/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/09/25 | United States","FALSE: More babies die by abortion in two days than all the coronavirus deaths thus far","FALSE: More babies die by abortion in two days than all the coronavirus deaths thus far","https://www.poynter.org/?ifcn_misinformation=more-babies-die-by-abortion-in-two-days-than-all-the-coronavirus-deaths-thus-far","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/there-have-been-more-covid-19-deaths-than-abortions-worldwide-over-two-days-since-june-2020/"
"1625070943-693","https://www.poynter.org/ifcn-covid-19-misinformation/page/83/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Vishvas News","2020/02/18 | India","False: Cocaine kills the coronavirus.","False: Cocaine kills the coronavirus.","https://www.poynter.org/?ifcn_misinformation=cocaine-kills-the-coronavirus","Read the Full Article (Vishvas News)","https://www.vishvasnews.com/english/health/fact-check-post-claiming-cocaine-kills-coronavirus-is-fake/"
"1625071076-749","https://www.poynter.org/ifcn-covid-19-misinformation/page/79/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/02 | United States","False: Post says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.","False: Post says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.","https://www.poynter.org/?ifcn_misinformation=post-says-two-patients-at-valley-regional-medical-center-in-brownsville-texas-are-being-looked-at-for-possible-coronavirus-infections","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/mar/03/viral-image/no-brownsville-texas-hospital-isnt-treating-two-co/"
"1625071572-908","https://www.poynter.org/ifcn-covid-19-misinformation/page/69/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/21 | United States","False: Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.","False: Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.","https://www.poynter.org/?ifcn_misinformation=bill-gates-and-the-vatican-have-a-plan-to-depopulate-the-world-with-a-coronavirus-vaccine","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3472026-fact-check-no-plan-by-bill-gates-and-the-vatican-to-depopulate-world-with-coronavirus-vaccine-video-misinterprets-gates-speech.html"
