web-scraper-order,web-scraper-start-url,fact_checked organization,date,title,link,link-href,external link,external link-href
"1625073220-1399","https://www.poynter.org/ifcn-covid-19-misinformation/page/36/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/05/20 | United States","FALSE: Michigan governor reopened Traverse City “so she could have her daughter’s open house.”","FALSE: Michigan governor reopened Traverse City “so she could have her daughter’s open house.”","https://www.poynter.org/?ifcn_misinformation=michigan-governor-reopened-traverse-city-so-she-could-have-her-daughters-open-house","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/may/29/facebook-posts/michigan-governor-didnt-have-family-event-reopened/"
"1625072122-1070","https://www.poynter.org/ifcn-covid-19-misinformation/page/58/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Maldita.es","2020/04/05 | Spain, United States","False: Images of an alleged fire at New York’s Lebanon Hospital.","False: Images of an alleged fire at New York’s Lebanon Hospital.","https://www.poynter.org/?ifcn_misinformation=images-of-an-alleged-fire-at-new-yorks-lebanon-hospital","Read the Full Article (Maldita.es)","https://maldita.es/malditobulo/2020/04/05/hospital-lebanon-nueva-york-bronx-arde-fuego-incendio/"
"1625074269-1758","https://www.poynter.org/ifcn-covid-19-misinformation/page/12/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2021/03/21 | United States","FALSE: The number of pregnant women who have miscarried increased by “366% in just six weeks” as a result of their receiving a COVID-19 vaccine.","FALSE: The number of pregnant women who have miscarried increased by “366% in just six weeks” as a result of their receiving a COVID-19 vaccine.","https://www.poynter.org/?ifcn_misinformation=the-number-of-pregnant-women-who-have-miscarried-increased-by-366-in-just-six-weeks-as-a-result-of-their-receiving-a-covid-19-vaccine","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2021/apr/02/blog-posting/covid-19-vaccines-did-not-cause-366-increase-misca/"
"1625070846-652","https://www.poynter.org/ifcn-covid-19-misinformation/page/86/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/01/30 | United States","False: “Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.”","False: “Cocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.”","https://www.poynter.org/?ifcn_misinformation=cocaine-kills-coronavirus-scientists-are-shocked-to-discover-that-this-drug-can-fight-the-virus","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/feb/11/facebook-posts/cocaine-not-shown-treat-novel-coronavirus/"
"1625071856-992","https://www.poynter.org/ifcn-covid-19-misinformation/page/63/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/28 | United States","False: Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”","False: Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”","https://www.poynter.org/?ifcn_misinformation=says-covid-19-remains-in-the-air-for-eight-hours-and-that-everyone-is-now-required-to-wear-masks-everywhere","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/02/facebook-posts/fact-checking-claims-say-covid-19-airborne/"
"1625073902-1602","https://www.poynter.org/ifcn-covid-19-misinformation/page/22/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/12/02 | United States","FALSE: Head of Pfizer research said that covid vaccine is female sterilization.","FALSE: Head of Pfizer research said that covid vaccine is female sterilization.","https://www.poynter.org/?ifcn_misinformation=head-of-pfizer-research-said-that-covid-vaccine-is-female-sterilization","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/dec/10/blog-posting/no-pfizers-head-research-didnt-say-covid-19-vaccin/"
"1625073621-1514","https://www.poynter.org/ifcn-covid-19-misinformation/page/28/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/08/05 | United States","FALSE: If masks were effective and necessary, non-mask wearers should be dead by now","FALSE: If masks were effective and necessary, non-mask wearers should be dead by now","https://www.poynter.org/?ifcn_misinformation=if-masks-were-effective-and-necessary-non-mask-wearers-should-be-dead-by-now","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/wearing-masks-aims-at-slowing-sars-cov-2-circulation-not-protecting-against-a-certain-death/"
"1625072049-1047","https://www.poynter.org/ifcn-covid-19-misinformation/page/59/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: AFP","2020/04/02 | France, United States","False: Beijing and Shanghai have been preserved from the pandemia of COVID-19, proof that the virus has been created and used by China as a weapon.","False: Beijing and Shanghai have been preserved from the pandemia of COVID-19, proof that the virus has been created and used by China as a weapon.","https://www.poynter.org/?ifcn_misinformation=beijing-and-shanghai-have-been-preserved-from-the-pandemia-of-covid-19-proof-that-the-virus-has-been-created-and-used-by-china-as-a-weapon","Read the Full Article (AFP)","https://factuel.afp.com/non-le-nouveau-coronavirus-na-pas-epargne-pekin-et-shanghai"
"1625071906-1007","https://www.poynter.org/ifcn-covid-19-misinformation/page/62/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/30 | United States","False: World Economic Forum is a “fascist cabal” manipulating coronavirus.","False: World Economic Forum is a “fascist cabal” manipulating coronavirus.","https://www.poynter.org/?ifcn_misinformation=world-economic-forum-is-a-fascist-cabal-manipulating-coronavirus","Read the Full Article (LeadStories)","https://leadstories.com/hoax-alert/2020/04/fact-check-celeste-solum-covid-19-disruption-by-design-the-one-world-government-cometh-3-27-20-mirro.html"
"1625071700-945","https://www.poynter.org/ifcn-covid-19-misinformation/page/66/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PesaCheck","2020/03/23 | United States","False: Roche has developed a COVID-19 vaccine.","False: Roche has developed a COVID-19 vaccine.","https://www.poynter.org/?ifcn_misinformation=roche-has-developed-a-covid-19-vaccine","Read the Full Article (PesaCheck)","https://pesacheck.org/false-this-video-claiming-that-roche-has-developed-a-vaccine-against-covid-19-is-a-hoax-7eddf408dc46?source=rss----ab41f21aa9a9---4"
"1625071389-853","https://www.poynter.org/ifcn-covid-19-misinformation/page/72/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/03/17 | United States","False: “All U.S. citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting 3/17/20.”","False: “All U.S. citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting 3/17/20.”","https://www.poynter.org/?ifcn_misinformation=all-u-s-citizens-are-entitled-to-700-usd-per-week-to-stay-at-home-to-avoid-the-spread-of-covid-19-novel-coronavirus-starting-3-17-20","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/mar/18/facebook-posts/no-americans-arent-getting-700-weekly-checks-start/"
"1625072397-1153","https://www.poynter.org/ifcn-covid-19-misinformation/page/52/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/04/13 | United States","False: Trump says that as president he has “total” authority to re-open states amid the COVID-19 pandemic.","False: Trump says that as president he has “total” authority to re-open states amid the COVID-19 pandemic.","https://www.poynter.org/?ifcn_misinformation=trump-says-that-as-president-he-has-total-authority-to-re-open-states-amid-the-covid-19-pandemic","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/apr/14/donald-trump/trumps-ridiculous-statement-about-total-authority-/"
"1625072893-1301","https://www.poynter.org/ifcn-covid-19-misinformation/page/42/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Check Your Fact","2020/05/01 | United States","FALSE: Kentucky teachers will conduct in-home “bedroom inspections” during the week of April 27 for their kindergarten through eighth grade students.","FALSE: Kentucky teachers will conduct in-home “bedroom inspections” during the week of April 27 for their kindergarten through eighth grade students.","https://www.poynter.org/?ifcn_misinformation=kentucky-teachers-will-conduct-in-home-bedroom-inspections-during-the-week-of-april-27-for-their-kindergarten-through-eighth-grade-students","Read the Full Article (Check Your Fact)","https://checkyourfact.com/2020/05/01/fact-check-kentucky-teachers-bedroom-inspections-students-coronavirus/"
"1625074491-1841","https://www.poynter.org/ifcn-covid-19-misinformation/page/6/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Myth Detector","2021/04/29 | Georgia, United States","FALSE: Anthony Patch predicted the coronavirus pandemic back in 2014. The spread of coronavirus will increase the demand for vaccines, while vaccines will enable DNA altering that will ultimately bring us closer to the zombie apocalypse. Since 2011, the Pentagon has been preparing for the zombie apocalypse.","FALSE: Anthony Patch predicted the coronavirus pandemic back in 2014. The spread of coronavirus will increase the demand for vaccines, while vaccines will enable DNA altering that will ultimately bring us closer to the zombie apocalypse. Since 2011, the Pentagon has been preparing for the zombie apocalypse.","https://www.poynter.org/?ifcn_misinformation=anthony-patch-predicted-the-coronavirus-pandemic-back-in-2014-the-spread-of-coronavirus-will-increase-the-demand-for-vaccines-while-vaccines-will-enable-dna-altering-that-will-ultimately-bring-us-cl","Read the Full Article (Myth Detector)","http://www.mythdetector.ge/en/myth/how-pentagons-fictional-zombie-attack-prompted-conspiracy-theory-miracles-saint-vyacheslav"
"1625074029-1657","https://www.poynter.org/ifcn-covid-19-misinformation/page/19/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Demagog","2021/01/15 | Poland, United States","FALSE: World Doctors Alliance said that pandemic coronavirus SARS-CoV-2 is not real and every actions in crisis menagment are unfounded.","FALSE: World Doctors Alliance said that pandemic coronavirus SARS-CoV-2 is not real and every actions in crisis menagment are unfounded.","https://www.poynter.org/?ifcn_misinformation=world-doctors-alliance-said-that-pandemic-coronavirus-sars-cov-2-is-not-real-and-every-actions-in-crisis-menagment-are-unfounded","Read the Full Article (Demagog)","https://demagog.org.pl/fake_news/nieprawdy-grupy-world-doctors-alliance-o-pandemii-i-szczepieniach/"
"1625071064-745","https://www.poynter.org/ifcn-covid-19-misinformation/page/80/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: LeadStories","2020/03/01 | United States","False: Pope Francis and two aides tested positive for coronavirus.","False: Pope Francis and two aides tested positive for coronavirus.","https://www.poynter.org/?ifcn_misinformation=pope-francis-and-two-aides-tested-positive-for-coronavirus","Read the Full Article (LeadStories)","https://hoax-alert.leadstories.com/3471797-fact-check-vatican-confirms-pope-francis-and-two-aides-test-positive-for-coronavirus---mcm.html"
"1625073381-1443","https://www.poynter.org/ifcn-covid-19-misinformation/page/33/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: PolitiFact","2020/06/12 | United States","FALSE: Gov. of Wisconsin Tony Evers “removed the American flag from the Capitol building”.","FALSE: Gov. of Wisconsin Tony Evers “removed the American flag from the Capitol building”.","https://www.poynter.org/?ifcn_misinformation=gov-of-wisconsin-tony-evers-removed-the-american-flag-from-the-capitol-building","Read the Full Article (PolitiFact)","https://www.politifact.com/factchecks/2020/jun/29/facebook-posts/claim-tony-evers-ordered-us-flag-removed-ridiculou/"
"1625073326-1430","https://www.poynter.org/ifcn-covid-19-misinformation/page/34/?covid_countries=48837&covid_rating=51174&covid_fact_checkers=0#038;covid_rating=51174&covid_fact_checkers=0","Fact-Checked by: Science Feedback","2020/06/03 | United States","FALSE: A report drafted by a scientific panel appointed by Germany’s Interior Ministry, declaring the COVID-19 pandemic is a “global false alarm”, was leaked by a former employee.","FALSE: A report drafted by a scientific panel appointed by Germany’s Interior Ministry, declaring the COVID-19 pandemic is a “global false alarm”, was leaked by a former employee.","https://www.poynter.org/?ifcn_misinformation=a-report-drafted-by-a-scientific-panel-appointed-by-germanys-interior-ministry-declaring-the-covid-19-pandemic-is-a-global-false-alarm-was-leaked-by-a-former-employee","Read the Full Article (Science Feedback)","https://healthfeedback.org/claimreview/german-ministry-employee-makes-unsupported-claim-that-covid-19-pandemic-is-a-global-false-alarm-in-widely-circulated-yet-unsolicited-opinion-article/"
